,lemma,original_form,tag
119,*,abandoning,ZN-S3-PP----
137,*,abbreviated,ZA----PA----
144,*,abdicated,ZA----PA----
152,*,abducting,ZN-S3-PP----
162,*,abhorring,ZN-S3-PP----
182,*,abolished,ZA----PA----
190,*,abominated,ZA----PA----
198,*,aborting,ZN-S3-PP----
205,*,abounding,ZN-S3-PP----
215,*,abridged,ZA----PA----
229,*,absconding,ZN-S3-PP----
234,*,abseiling,ZN-S3-PP----
244,*,absolved,ZA----PA----
250,*,absorbing,ZN-S3-PP----
257,*,abstaining,ZN-S3-PP----
265,*,abstracting,ZN-S3-PP----
273,*,abusing,ZA----PP----
291,*,accelerated,ZA----PA----
302,*,accentuated,ZA----PA----
310,*,accepting,ZN-S3-PP----
328,*,acclimated,ZA----PA----
336,*,acclimatised,ZA----PA----
345,*,accommodated,ZA----PA----
353,*,accompanied,ZA----PA----
358,*,accomplished,ZA----PA----
369,*,accosting,ZN-S3-PP----
381,*,accrediting,ZN-S3-PP----
388,*,accrued,ZA----PA----
401,*,accused,ZA----PA----
408,*,accustoming,ZN-S3-PP----
419,*,ached,ZA----PA----
431,*,acidified,ZA----PA----
438,*,acknowledged,ZN-S3DPA----
449,*,acquainting,ZN-S3-PP----
458,*,acquired,ZA----PA----
483,*,activated,ZA----PA----
495,*,actuated,ZA----PA----
508,*,adapting,ZN-S3-PP----
517,*,adding,ZN-S3-PP----
531,*,addled,ZA----PA----
538,*,addressing,ZA----PP----
542,*,adduced,ZA----PA----
552,*,adhered,ZA----PA----
565,*,adjourning,ZN-S3-PP----
569,*,adjudged,ZA----PA----
581,*,adjusting,ZN-S3-PP----
592,*,administering,ZN-S3-PP----
600,*,admired,ZA----PA----
612,*,admonished,ZA----PA----
620,*,adopting,ZN-S3-PP----
625,*,adored,ZA----PA----
630,*,adorning,ZN-S3-PP----
636,*,adsorbing,ZN-S3-PP----
666,*,advertised,ZA----PA----
673,*,advertized,ZA----PA----
706,*,affecting,ZN-S3-PP----
715,*,affiliating,ZA----PP----
721,*,affirming,ZN-S3-PP----
732,*,afflicting,ZN-S3-PP----
738,*,affording,ZN-S3-PP----
773,*,agglomerated,ZA----PA----
779,*,agglutinated,ZA----PA----
801,*,aggrieved,ZA----PA----
814,*,agonised,ZA----PA----
819,*,agonized,ZA----PA----
831,*,agreeing,ZN-S3-PP----
848,*,ailing,ZN-S3-PP----
941,*,alienated,ZA----PA----
952,*,aligning,ZN-S3-PP----
963,*,allaying,ZN-S3-PP----
967,*,alleged,ZN-S3-PA----
977,*,alleviated,ZA----PA----
1000,*,allowing,ZN-S3-PP----
1011,*,alluded,ZA----PA----
1034,*,alphabetized,ZA----PA----
1047,*,altering,ZN-S3-PP----
1054,*,alternated,ZA----PA----
1069,*,amalgamated,ZA----PA----
1077,*,amassed,ZA----PA----
1082,*,amazed,ZA----PA----
1106,*,amending,ZN-S3-PP----
1114,*,americanised,ZA----PA----
1137,*,amortised,ZA----PA----
1143,*,amortized,ZA----PA----
1169,*,amplified,ZA----PA----
1175,*,amputated,ZA----PA----
1182,*,amused,ZA----PA----
1191,*,anaesthetised,ZA----PA----
1197,*,anaesthetized,ZA----PA----
1249,*,anesthetized,ZA----PA----
1282,*,animated,ZA----PA----
1298,*,annexing,ZA----PP----
1312,*,annotated,ZA----PA----
1318,*,announced,ZN-S3-PA----
1325,*,annoying,ZN-S3-PP----
1334,*,annulling,ZN-S3-PP----
1343,*,anointing,ZN-S3-PP----
1348,*,anonymised,ZA----PA----
1360,*,antagonised,ZA----PA----
1366,*,antagonized,ZA----PA----
1507,*,apologised,ZA----PA----
1513,*,apologized,ZA----PA----
1523,*,apostatized,ZA----PA----
1535,*,appalling,ZN-S3-PP----
1540,*,appalling,ZN-S3-PP----
1550,*,appearing,ZN-S3-PP----
1556,*,appeased,ZA----PA----
1564,*,appending,ZN-S3-PP----
1575,*,applauding,ZN-S3-PP----
1593,*,appointing,ZN-S3-PP----
1599,*,apportioning,ZN-S3-PP----
1606,*,appraised,ZA----PA----
1611,*,appreciated,ZA----PA----
1618,*,apprehending,ZN-S3-PP----
1625,*,apprenticing,ZA----PP----
1629,*,apprised,ZA----PA----
1644,*,approved,ZA----PA----
1678,*,arbitrated,ZA----PA----
1727,*,argued,ZN-S3-PA----
1735,*,arisen,ZA----PA----
1739,*,arising,ZN-S3-PP----
1770,*,aroused,ZA----PA----
1776,*,arraigning,ZN-S3-PP----
1780,*,arranged,ZA----PA----
1796,*,arrived,ZA----PA----
1839,*,ascending,ZN-S3-PP----
1845,*,ascertaining,ZN-S3-PP----
1860,*,asking,ZN-S3-PP----
1874,*,asphyxiated,ZA----PA----
1881,*,aspirated,ZA----PA----
1886,*,aspired,ZA----PA----
1894,*,assailing,ZN-S3-PP----
1899,*,assassinated,ZA----PA----
1912,*,assembled,ZA----PA----
1924,*,asserting,ZN-S3-PP----
1929,*,assessed,ZA----PA----
1939,*,assigning,ZN-S3-PP----
1962,*,assuaged,ZA----PA----
1968,*,assumed,ZN-S3DPA----
1984,*,astonished,ZA----PA----
1990,*,astounding,ZN-S3-PP----
2009,*,atomised,ZA----PA----
2014,*,atomized,ZA----PA----
2020,*,atoned,ZA----PA----
2033,*,attaching,ZA----PP----
2043,*,attaining,ZN-S3-PP----
2053,*,attending,ZN-S3-PP----
2062,*,attenuated,ZA----PA----
2068,*,attesting,ZN-S3-PP----
2075,*,attiring,ZA----PP----
2081,*,attracting,ZN-S3-PP----
2088,*,attributing,ZA----PP----
2092,*,attuned,ZA----PA----
2120,*,augmenting,ZN-S3-PP----
2126,*,auguring,ZN-S3-PP----
2152,*,authorised,ZA----PA----
2160,*,authorized,ZA----PA----
2213,*,averring,ZN-S3-PP----
2218,*,averaging,ZA----PP----
2223,*,averting,ZN-S3-PP----
2234,*,avoiding,ZN-S3DPP----
2239,*,avowing,ZN-S3-PP----
2246,*,awaiting,ZN-S3-PP----
2251,*,awaking,ZN-S3-PP----
2256,*,awakening,ZN-S3-PP----
2292,*,babbled,ZA----PA----
2327,*,backdated,ZA----PA----
2366,*,backtracking,ZN-S3-PP----
2388,*,baffled,ZA----PA----
2415,*,baked,ZA----PA----
2465,*,bamboozled,ZA----PA----
2501,*,banished,ZA----PA----
2515,*,bankrolling,ZN-S3-PP----
2521,*,bankrupting,ZN-S3-PP----
2542,*,baptized,ZA----PA----
2650,*,basking,ZN-S3-PP----
2663,*,basted,ZA----PA----
2724,*,bawling,ZN-S3-PP----
2792,*,beatified,ZA----PA----
2802,*,beautified,ZA----PA----
2814,*,beckoning,ZN-S3-PP----
2838,*,bedevilling,ZN-S3-PP----
2881,*,befalling,ZN-S3-PP----
2889,*,befriending,ZN-S3-PP----
2897,*,begging,ZN-S3-PP----
2911,*,beginning,ZN-S3-PP----
2927,*,behaved,ZA----PA----
2935,*,beheading,ZN-S3-PP----
2953,*,behooved,ZE----PA----
2972,*,beleaguering,ZN-S3-PP----
2980,*,belied,ZA----PA----
2985,*,believed,ZN-S3-PA----
2991,*,belittled,ZA----PA----
3009,*,belonging,ZN-S3-PP----
3018,*,belied,ZA----PA----
3023,*,bemoaning,ZN-S3-PP----
3062,*,bequeathing,ZN-S3-PP----
3069,*,berated,ZA----PA----
3113,*,bestowing,ZN-S3-PP----
3143,*,betraying,ZN-S3-PP----
3149,*,betrothing,ZN-S3-PP----
3165,*,bewildering,ZN-S3-PP----
3169,*,bewitched,ZA----PA----
3194,*,bickering,ZN-S3-PP----
3210,*,bided,ZA----PA----
3257,*,billowing,ZN-S3-PP----
3384,*,bisecting,ZN-S3-PP----
3422,*,blabbing,ZN-S3-PP----
3426,*,blabbering,ZN-S3-PP----
3434,*,blackballing,ZN-S3-PP----
3445,*,blackening,ZN-S3-PP----
3480,*,blared,ZA----PA----
3497,*,blathering,ZN-S3-PP----
3521,*,bleating,ZN-S3-PP----
3526,*,bleeding,ZN-S3-PP----
3560,*,blinding,ZN-S3-PP----
3564,*,blindfolding,ZN-S3-PP----
3572,*,blinkering,ZN-S3-PP----
3580,*,blistering,ZN-S3-PP----
3591,*,bloating,ZN-S3-PP----
3677,*,blubbering,ZN-S3-PP----
3681,*,bludgeoning,ZN-S3-PP----
3708,*,blunting,ZN-S3-PP----
3713,*,blurring,ZN-S3-PP----
3719,*,blurting,ZN-S3-PP----
3772,*,boggled,ZA----PA----
3797,*,bolstering,ZN-S3-PP----
3918,*,borrowing,ZN-S3-PP----
3943,*,bothering,ZN-S3-PP----
3951,*,bottle-feeding,ZN-S3-PP----
4025,*,bragging,ZN-S3-PP----
4041,*,brainwashed,ZA----PA----
4056,*,braking,ZA----PP----
4098,*,breached,ZA----PA----
4141,*,breastfeeding,ZN-S3-PP----
4152,*,breathalyzed,ZA----PA----
4157,*,breathed,ZA----PA----
4206,*,bridling,ZA----PP----
4227,*,brightening,ZN-S3-PP----
4239,*,bringing,ZN-S3-PP----
4269,*,broadening,ZN-S3-PP----
4278,*,broiling,ZN-S3-PP----
4327,*,browbeating,ZN-S3-PP----
4349,*,brushing,ZA----PP----
4355,*,brutalised,ZA----PA----
4360,*,brutalized,ZA----PA----
4408,*,buffing,ZN-S3-PP----
4442,*,bulged,ZA----PA----
4456,*,bulldozed,ZA----PA----
4501,*,bungled,ZA----PA----
4519,*,buoying,ZN-S3-PP----
4525,*,burbled,ZA----PA----
4539,*,burgeoning,ZN-S3-PP----
4546,*,burglarized,ZA----PA----
4552,*,burgled,ZA----PA----
4574,*,burping,ZN-S3-PP----
4581,*,burrowing,ZN-S3-PP----
4590,*,buried,ZA----PA----
4612,*,busking,ZN-S3-PP----
4671,*,buying,ZN-S3-PP----
4747,*,cadged,ZA----PA----
4786,*,calculated,ZA----PA----
4797,*,calibrated,ZA----PA----
4894,*,cancelling,ZN-S3-PP----
4917,*,cannibalised,ZA----PA----
4935,*,canonised,ZA----PA----
4940,*,canonized,ZA----PA----
4946,*,canoodled,ZA----PA----
4973,*,canvassing,ZA----PP----
4991,*,capitalised,ZA----PA----
4997,*,capitalized,ZA----PA----
5002,*,capitulated,ZA----PA----
5023,*,captivated,ZA----PA----
5040,*,caramelised,ZA----PA----
5076,*,careening,ZN-S3-PP----
5088,*,caressed,ZA----PA----
5112,*,caroused,ZA----PA----
5132,*,carried,ZA----PA----
5155,*,carved,ZA----PA----
5175,*,cashed,ZA----PA----
5203,*,castigated,ZA----PA----
5213,*,castrated,ZA----PA----
5233,*,catalysing,ZA----PP----
5239,*,catalyzed,ZA----PA----
5267,*,categorised,ZA----PA----
5273,*,categorized,ZA----PA----
5281,*,catering,ZN-S3-PP----
5310,*,caulking,ZN-S3-PP----
5317,*,causing,ZA----PP----
5321,*,cauterized,ZA----PA----
